# ---------------------------------- WARNING ----------------------------------------,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,
# may not have received Director's approval. Any such data values are qualified,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,
# for any damages resulting from its use.,,,,
#,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2018-06-21 10:28:26 EDT       (vaww01),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
"#    USGS 08263500 RIO GRANDE NEAR CERRO, NM",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 08263500,,,,
#            TS   parameter     statistic     Description,,,,
"#         99683       00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:,,,,
#        ,,,,
#     A  Approved for publication -- Processing and review completed.,,,,
#     P  Provisional data subject to revision.,,,,
#     <  Actual value is known to be less than reported value.,,,,
#     e  Value has been estimated.,,,,
# ,,,,
agency,guage_no,date,discharge,discharge_code
USGS,8263500,12/12/1982,511,A
USGS,8263500,12/13/1982,466,A
USGS,8263500,12/14/1982,411,A
USGS,8263500,12/15/1982,388,A
USGS,8263500,12/16/1982,250,A
USGS,8263500,12/17/1982,240,A
USGS,8263500,12/18/1982,295,A
USGS,8263500,12/19/1982,319,A
USGS,8263500,12/20/1982,312,A
USGS,8263500,12/21/1982,327,A
USGS,8263500,12/22/1982,356,A
USGS,8263500,12/23/1982,395,A
USGS,8263500,12/24/1982,382,A
USGS,8263500,12/25/1982,292,A
USGS,8263500,12/26/1982,245,A
USGS,8263500,12/27/1982,340,A
USGS,8263500,12/28/1982,310,A
USGS,8263500,12/29/1982,299,A
USGS,8263500,12/30/1982,260,A
USGS,8263500,12/31/1982,290,A
USGS,8263500,1/1/1983,325,A
USGS,8263500,1/2/1983,281,A
USGS,8263500,1/3/1983,276,A
USGS,8263500,1/4/1983,276,A
USGS,8263500,1/5/1983,283,A
USGS,8263500,1/6/1983,306,A
USGS,8263500,1/7/1983,323,A
USGS,8263500,1/8/1983,335,A
USGS,8263500,1/9/1983,350,A
USGS,8263500,1/10/1983,354,A
USGS,8263500,1/11/1983,352,A
USGS,8263500,1/12/1983,357,A
USGS,8263500,1/13/1983,344,A
USGS,8263500,1/14/1983,347,A
USGS,8263500,1/15/1983,350,A
USGS,8263500,1/16/1983,344,A
USGS,8263500,1/17/1983,347,A
USGS,8263500,1/18/1983,357,A
USGS,8263500,1/19/1983,359,A
USGS,8263500,1/20/1983,358,A
USGS,8263500,1/21/1983,364,A
USGS,8263500,1/22/1983,364,A
USGS,8263500,1/23/1983,371,A
USGS,8263500,1/24/1983,367,A
USGS,8263500,1/25/1983,367,A
USGS,8263500,1/26/1983,357,A
USGS,8263500,1/27/1983,364,A
USGS,8263500,1/28/1983,368,A
USGS,8263500,1/29/1983,371,A
USGS,8263500,1/30/1983,371,A
USGS,8263500,1/31/1983,383,A
USGS,8263500,2/1/1983,378,A
USGS,8263500,2/2/1983,382,A
USGS,8263500,2/3/1983,381,A
USGS,8263500,2/4/1983,373,A
USGS,8263500,2/5/1983,374,A
USGS,8263500,2/6/1983,352,A
USGS,8263500,2/7/1983,371,A
USGS,8263500,2/8/1983,370,A
USGS,8263500,2/9/1983,380,A
USGS,8263500,2/10/1983,383,A
USGS,8263500,2/11/1983,398,A
USGS,8263500,2/12/1983,401,A
USGS,8263500,2/13/1983,397,A
USGS,8263500,2/14/1983,427,A
USGS,8263500,2/15/1983,458,A
USGS,8263500,2/16/1983,480,A
USGS,8263500,2/17/1983,503,A
USGS,8263500,2/18/1983,529,A
USGS,8263500,2/19/1983,536,A
USGS,8263500,2/20/1983,525,A
USGS,8263500,2/21/1983,537,A
USGS,8263500,2/22/1983,535,A
USGS,8263500,2/23/1983,560,A
USGS,8263500,2/24/1983,599,A
USGS,8263500,2/25/1983,607,A
USGS,8263500,2/26/1983,642,A
USGS,8263500,2/27/1983,678,A
USGS,8263500,2/28/1983,678,A
USGS,8263500,3/1/1983,704,A
USGS,8263500,3/2/1983,718,A
USGS,8263500,3/3/1983,676,A
USGS,8263500,3/4/1983,612,A
USGS,8263500,3/5/1983,661,A
USGS,8263500,3/6/1983,635,A
USGS,8263500,3/7/1983,596,A
USGS,8263500,3/8/1983,584,A
USGS,8263500,3/9/1983,565,A
USGS,8263500,3/10/1983,542,A
USGS,8263500,3/11/1983,528,A
USGS,8263500,3/12/1983,530,A
USGS,8263500,3/13/1983,551,A
USGS,8263500,3/14/1983,568,A
USGS,8263500,3/15/1983,593,A
USGS,8263500,3/16/1983,628,A
USGS,8263500,3/17/1983,656,A
USGS,8263500,3/18/1983,647,A
USGS,8263500,3/19/1983,609,A
USGS,8263500,3/20/1983,606,A
USGS,8263500,3/21/1983,587,A
USGS,8263500,3/22/1983,570,A
USGS,8263500,3/23/1983,558,A
USGS,8263500,3/24/1983,563,A
USGS,8263500,3/25/1983,564,A
USGS,8263500,3/26/1983,561,A
USGS,8263500,3/27/1983,554,A
USGS,8263500,3/28/1983,532,A
USGS,8263500,3/29/1983,522,A
USGS,8263500,3/30/1983,520,A
USGS,8263500,3/31/1983,522,A
USGS,8263500,4/1/1983,538,A
USGS,8263500,4/2/1983,542,A
USGS,8263500,4/3/1983,577,A
USGS,8263500,4/4/1983,572,A
USGS,8263500,4/5/1983,407,A
USGS,8263500,4/6/1983,572,A
USGS,8263500,4/7/1983,531,A
USGS,8263500,4/8/1983,525,A
USGS,8263500,4/9/1983,524,A
USGS,8263500,4/10/1983,529,A
USGS,8263500,4/11/1983,495,A
USGS,8263500,4/12/1983,482,A
USGS,8263500,4/13/1983,505,A
USGS,8263500,4/14/1983,518,A
USGS,8263500,4/15/1983,525,A
USGS,8263500,4/16/1983,525,A
USGS,8263500,4/17/1983,509,A
USGS,8263500,4/18/1983,495,A
USGS,8263500,4/19/1983,503,A
USGS,8263500,4/20/1983,508,A
USGS,8263500,4/21/1983,579,A
USGS,8263500,4/22/1983,660,A
USGS,8263500,4/23/1983,719,A
USGS,8263500,4/24/1983,722,A
USGS,8263500,4/25/1983,780,A
USGS,8263500,4/26/1983,962,A
USGS,8263500,4/27/1983,1110,A
USGS,8263500,4/28/1983,972,A
USGS,8263500,4/29/1983,889,A
USGS,8263500,4/30/1983,867,A
USGS,8263500,5/1/1983,873,A
USGS,8263500,5/2/1983,769,A
USGS,8263500,5/3/1983,675,A
USGS,8263500,5/4/1983,586,A
USGS,8263500,5/5/1983,505,A
USGS,8263500,5/6/1983,482,A
USGS,8263500,5/7/1983,531,A
USGS,8263500,5/8/1983,554,A
USGS,8263500,5/9/1983,521,A
USGS,8263500,5/10/1983,641,A
USGS,8263500,5/11/1983,841,A
USGS,8263500,5/12/1983,1110,A
USGS,8263500,5/13/1983,1250,A
USGS,8263500,5/14/1983,1180,A
USGS,8263500,5/15/1983,1100,A
USGS,8263500,5/16/1983,1040,A
USGS,8263500,5/17/1983,964,A
USGS,8263500,5/18/1983,892,A
USGS,8263500,5/19/1983,792,A
USGS,8263500,5/20/1983,700,A
USGS,8263500,5/21/1983,684,A
USGS,8263500,5/22/1983,734,A
USGS,8263500,5/23/1983,775,A
USGS,8263500,5/24/1983,845,A
USGS,8263500,5/25/1983,971,A
USGS,8263500,5/26/1983,1090,A
USGS,8263500,5/27/1983,1300,A
USGS,8263500,5/28/1983,1540,A
USGS,8263500,5/29/1983,1810,A
USGS,8263500,5/30/1983,1840,A
USGS,8263500,5/31/1983,2080,A
USGS,8263500,6/1/1983,2420,A
USGS,8263500,6/2/1983,2700,A
USGS,8263500,6/3/1983,2810,A
USGS,8263500,6/4/1983,2690,A
USGS,8263500,6/5/1983,2150,A
USGS,8263500,6/6/1983,1840,A
USGS,8263500,6/7/1983,1860,A
USGS,8263500,6/8/1983,1940,A
USGS,8263500,6/9/1983,2000,A
USGS,8263500,6/10/1983,1960,A
USGS,8263500,6/11/1983,1930,A
USGS,8263500,6/12/1983,1900,A
USGS,8263500,6/13/1983,2340,A
USGS,8263500,6/14/1983,2750,A
USGS,8263500,6/15/1983,2630,A
USGS,8263500,6/16/1983,2410,A
USGS,8263500,6/17/1983,2070,A
USGS,8263500,6/18/1983,1750,A
USGS,8263500,6/19/1983,1690,A
USGS,8263500,6/20/1983,1720,A
USGS,8263500,6/21/1983,1710,A
USGS,8263500,6/22/1983,1680,A
USGS,8263500,6/23/1983,1690,A
USGS,8263500,6/24/1983,1620,A
USGS,8263500,6/25/1983,1630,A
USGS,8263500,6/26/1983,1810,A
USGS,8263500,6/27/1983,2070,A
USGS,8263500,6/28/1983,2480,A
USGS,8263500,6/29/1983,2810,A
USGS,8263500,6/30/1983,2710,A
USGS,8263500,7/1/1983,2170,A
USGS,8263500,7/2/1983,2110,A
USGS,8263500,7/3/1983,2070,A
USGS,8263500,7/4/1983,1780,A
USGS,8263500,7/5/1983,1640,A
USGS,8263500,7/6/1983,1580,A
USGS,8263500,7/7/1983,1450,A
USGS,8263500,7/8/1983,1290,A
USGS,8263500,7/9/1983,1130,A
USGS,8263500,7/10/1983,1060,A
USGS,8263500,7/11/1983,931,A
USGS,8263500,7/12/1983,913,A
USGS,8263500,7/13/1983,916,A
USGS,8263500,7/14/1983,850,A
USGS,8263500,7/15/1983,823,A
USGS,8263500,7/16/1983,737,A
USGS,8263500,7/17/1983,687,A
USGS,8263500,7/18/1983,594,A
USGS,8263500,7/19/1983,516,A
USGS,8263500,7/20/1983,483,A
USGS,8263500,7/21/1983,431,A
USGS,8263500,7/22/1983,387,A
USGS,8263500,7/23/1983,376,A
USGS,8263500,7/24/1983,387,A
USGS,8263500,7/25/1983,342,A
USGS,8263500,7/26/1983,343,A
USGS,8263500,7/27/1983,348,A
USGS,8263500,7/28/1983,336,A
USGS,8263500,7/29/1983,313,A
USGS,8263500,7/30/1983,270,A
USGS,8263500,7/31/1983,253,A
USGS,8263500,8/1/1983,237,A
USGS,8263500,8/2/1983,327,A
USGS,8263500,8/3/1983,354,A
USGS,8263500,8/4/1983,269,A
USGS,8263500,8/5/1983,278,A
USGS,8263500,8/6/1983,295,A
USGS,8263500,8/7/1983,301,A
USGS,8263500,8/8/1983,285,A
USGS,8263500,8/9/1983,264,A
USGS,8263500,8/10/1983,289,A
USGS,8263500,8/11/1983,280,A
USGS,8263500,8/12/1983,246,A
USGS,8263500,8/13/1983,239,A
USGS,8263500,8/14/1983,271,A
USGS,8263500,8/15/1983,240,A
USGS,8263500,8/16/1983,240,A
USGS,8263500,8/17/1983,241,A
USGS,8263500,8/18/1983,230,A
USGS,8263500,8/19/1983,210,A
USGS,8263500,8/20/1983,185,A
USGS,8263500,8/21/1983,170,A
USGS,8263500,8/22/1983,155,A
USGS,8263500,8/23/1983,140,A
USGS,8263500,8/24/1983,140,A
USGS,8263500,8/25/1983,125,A
USGS,8263500,8/26/1983,120,A
USGS,8263500,8/27/1983,115,A
USGS,8263500,8/28/1983,115,A
USGS,8263500,8/29/1983,120,A
USGS,8263500,8/30/1983,110,A
USGS,8263500,8/31/1983,100,A
USGS,8263500,9/1/1983,90,A
USGS,8263500,9/2/1983,84,A
USGS,8263500,9/3/1983,82,A
USGS,8263500,9/4/1983,78,A
USGS,8263500,9/5/1983,77,A
USGS,8263500,9/6/1983,76,A
USGS,8263500,9/7/1983,75,A
USGS,8263500,9/8/1983,75,A
USGS,8263500,9/9/1983,75,A
USGS,8263500,9/10/1983,74,A
USGS,8263500,9/11/1983,74,A
USGS,8263500,9/12/1983,74,A
USGS,8263500,9/13/1983,76,A
USGS,8263500,9/14/1983,74,A
USGS,8263500,9/15/1983,72,A
USGS,8263500,9/16/1983,70,A
USGS,8263500,9/17/1983,70,A
USGS,8263500,9/18/1983,68,A
USGS,8263500,9/19/1983,68,A
USGS,8263500,9/20/1983,65,A
USGS,8263500,9/21/1983,66,A
USGS,8263500,9/22/1983,67,A
USGS,8263500,9/23/1983,70,A
USGS,8263500,9/24/1983,69,A
USGS,8263500,9/25/1983,65,A
USGS,8263500,9/26/1983,68,A
USGS,8263500,9/27/1983,70,A
USGS,8263500,9/28/1983,68,A
USGS,8263500,9/29/1983,66,A
USGS,8263500,9/30/1983,68,A
USGS,8263500,10/1/1983,68,A
USGS,8263500,10/2/1983,70,A
USGS,8263500,10/3/1983,69,A
USGS,8263500,10/4/1983,69,A
USGS,8263500,10/5/1983,138,A
USGS,8263500,10/6/1983,119,A
USGS,8263500,10/7/1983,102,A
USGS,8263500,10/8/1983,101,A
USGS,8263500,10/9/1983,104,A
USGS,8263500,10/10/1983,99,A
USGS,8263500,10/11/1983,89,A
USGS,8263500,10/12/1983,81,A
USGS,8263500,10/13/1983,86,A
USGS,8263500,10/14/1983,87,A
USGS,8263500,10/15/1983,84,A
USGS,8263500,10/16/1983,87,A
USGS,8263500,10/17/1983,98,A
USGS,8263500,10/18/1983,94,A
USGS,8263500,10/19/1983,92,A
USGS,8263500,10/20/1983,89,A
USGS,8263500,10/21/1983,92,A
USGS,8263500,10/22/1983,93,A
USGS,8263500,10/23/1983,87,A
USGS,8263500,10/24/1983,84,A
USGS,8263500,10/25/1983,84,A
USGS,8263500,10/26/1983,84,A
USGS,8263500,10/27/1983,87,A
USGS,8263500,10/28/1983,86,A
USGS,8263500,10/29/1983,85,A
USGS,8263500,10/30/1983,92,A
USGS,8263500,10/31/1983,101,A
USGS,8263500,11/1/1983,114,A
USGS,8263500,11/2/1983,119,A
USGS,8263500,11/3/1983,130,A
USGS,8263500,11/4/1983,134,A
USGS,8263500,11/5/1983,132,A
USGS,8263500,11/6/1983,132,A
USGS,8263500,11/7/1983,131,A
USGS,8263500,11/8/1983,128,A
USGS,8263500,11/9/1983,125,A
USGS,8263500,11/10/1983,127,A
USGS,8263500,11/11/1983,128,A
USGS,8263500,11/12/1983,128,A
USGS,8263500,11/13/1983,135,A
USGS,8263500,11/14/1983,137,A
USGS,8263500,11/15/1983,136,A
USGS,8263500,11/16/1983,132,A
USGS,8263500,11/17/1983,138,A
USGS,8263500,11/18/1983,138,A
USGS,8263500,11/19/1983,145,A
USGS,8263500,11/20/1983,111,A
USGS,8263500,11/21/1983,161,A
USGS,8263500,11/22/1983,166,A
USGS,8263500,11/23/1983,122,A
USGS,8263500,11/24/1983,137,A
USGS,8263500,11/25/1983,120,A
USGS,8263500,11/26/1983,125,A
USGS,8263500,11/27/1983,121,A
USGS,8263500,11/28/1983,114,A
USGS,8263500,11/29/1983,113,A
USGS,8263500,11/30/1983,158,A
USGS,8263500,12/1/1983,187,A
USGS,8263500,12/2/1983,213,A
USGS,8263500,12/3/1983,227,A
USGS,8263500,12/4/1983,241,A
USGS,8263500,12/5/1983,271,A
USGS,8263500,12/6/1983,300,A
USGS,8263500,12/7/1983,309,A
USGS,8263500,12/8/1983,301,A
USGS,8263500,12/9/1983,285,A
USGS,8263500,12/10/1983,289,A
USGS,8263500,12/11/1983,299,A
USGS,8263500,12/12/1983,320,A
USGS,8263500,12/13/1983,331,A
USGS,8263500,12/14/1983,333,A
USGS,8263500,12/15/1983,321,A
USGS,8263500,12/16/1983,305,A
USGS,8263500,12/17/1983,282,A
USGS,8263500,12/18/1983,292,A
USGS,8263500,12/19/1983,286,A
USGS,8263500,12/20/1983,298,A
USGS,8263500,12/21/1983,319,A
USGS,8263500,12/22/1983,327,A
USGS,8263500,12/23/1983,327,A
USGS,8263500,12/24/1983,328,A
USGS,8263500,12/25/1983,319,A
USGS,8263500,12/26/1983,336,A
USGS,8263500,12/27/1983,359,A
USGS,8263500,12/28/1983,374,A
USGS,8263500,12/29/1983,308,A
USGS,8263500,12/30/1983,340,A
USGS,8263500,12/31/1983,319,A
USGS,8263500,1/1/1984,310,A
USGS,8263500,1/2/1984,296,A
USGS,8263500,1/3/1984,303,A
USGS,8263500,1/4/1984,306,A
USGS,8263500,1/5/1984,302,A
USGS,8263500,1/6/1984,295,A
USGS,8263500,1/7/1984,303,A
USGS,8263500,1/8/1984,316,A
USGS,8263500,1/9/1984,326,A
USGS,8263500,1/10/1984,321,A
USGS,8263500,1/11/1984,324,A
USGS,8263500,1/12/1984,320,A
USGS,8263500,1/13/1984,319,A
USGS,8263500,1/14/1984,319,A
USGS,8263500,1/15/1984,320,A
USGS,8263500,1/16/1984,306,A
USGS,8263500,1/17/1984,315,A
USGS,8263500,1/18/1984,310,A
USGS,8263500,1/19/1984,308,A
USGS,8263500,1/20/1984,304,A
USGS,8263500,1/21/1984,298,A
USGS,8263500,1/22/1984,289,A
USGS,8263500,1/23/1984,276,A
USGS,8263500,1/24/1984,274,A
USGS,8263500,1/25/1984,277,A
USGS,8263500,1/26/1984,273,A
USGS,8263500,1/27/1984,277,A
USGS,8263500,1/28/1984,282,A
USGS,8263500,1/29/1984,285,A
USGS,8263500,1/30/1984,287,A
USGS,8263500,1/31/1984,295,A
USGS,8263500,2/1/1984,297,A
USGS,8263500,2/2/1984,295,A
USGS,8263500,2/3/1984,297,A
USGS,8263500,2/4/1984,295,A
USGS,8263500,2/5/1984,297,A
USGS,8263500,2/6/1984,301,A
USGS,8263500,2/7/1984,299,A
USGS,8263500,2/8/1984,299,A
USGS,8263500,2/9/1984,303,A
USGS,8263500,2/10/1984,307,A
USGS,8263500,2/11/1984,312,A
USGS,8263500,2/12/1984,316,A
USGS,8263500,2/13/1984,317,A
USGS,8263500,2/14/1984,322,A
USGS,8263500,2/15/1984,330,A
USGS,8263500,2/16/1984,316,A
USGS,8263500,2/17/1984,335,A
USGS,8263500,2/18/1984,332,A
USGS,8263500,2/19/1984,354,A
USGS,8263500,2/20/1984,344,A
USGS,8263500,2/21/1984,345,A
USGS,8263500,2/22/1984,340,A
USGS,8263500,2/23/1984,335,A
USGS,8263500,2/24/1984,335,A
USGS,8263500,2/25/1984,328,A
USGS,8263500,2/26/1984,334,A
USGS,8263500,2/27/1984,338,A
USGS,8263500,2/28/1984,325,A
USGS,8263500,2/29/1984,331,A
USGS,8263500,3/1/1984,335,A
USGS,8263500,3/2/1984,328,A
USGS,8263500,3/3/1984,320,A
USGS,8263500,3/4/1984,327,A
USGS,8263500,3/5/1984,350,A
USGS,8263500,3/6/1984,312,A
USGS,8263500,3/7/1984,356,A
USGS,8263500,3/8/1984,370,A
USGS,8263500,3/9/1984,359,A
USGS,8263500,3/10/1984,367,A
USGS,8263500,3/11/1984,372,A
USGS,8263500,3/12/1984,388,A
USGS,8263500,3/13/1984,406,A
USGS,8263500,3/14/1984,438,A
USGS,8263500,3/15/1984,486,A
USGS,8263500,3/16/1984,614,A
USGS,8263500,3/17/1984,673,A
USGS,8263500,3/18/1984,741,A
USGS,8263500,3/19/1984,765,A
USGS,8263500,3/20/1984,767,A
USGS,8263500,3/21/1984,823,A
USGS,8263500,3/22/1984,928,A
USGS,8263500,3/23/1984,927,A
USGS,8263500,3/24/1984,912,A
USGS,8263500,3/25/1984,1130,A
USGS,8263500,3/26/1984,1070,A
USGS,8263500,3/27/1984,981,A
USGS,8263500,3/28/1984,884,A
USGS,8263500,3/29/1984,848,A
USGS,8263500,3/30/1984,815,A
USGS,8263500,3/31/1984,802,A
USGS,8263500,4/1/1984,786,A
USGS,8263500,4/2/1984,796,A
USGS,8263500,4/3/1984,787,A
USGS,8263500,4/4/1984,735,A
USGS,8263500,4/5/1984,725,A
USGS,8263500,4/6/1984,709,A
USGS,8263500,4/7/1984,701,A
USGS,8263500,4/8/1984,743,A
USGS,8263500,4/9/1984,777,A
USGS,8263500,4/10/1984,791,A
USGS,8263500,4/11/1984,825,A
USGS,8263500,4/12/1984,862,A
USGS,8263500,4/13/1984,870,A
USGS,8263500,4/14/1984,914,A
USGS,8263500,4/15/1984,945,A
USGS,8263500,4/16/1984,1010,A
USGS,8263500,4/17/1984,1090,A
USGS,8263500,4/18/1984,1210,A
USGS,8263500,4/19/1984,1200,A
USGS,8263500,4/20/1984,1330,A
USGS,8263500,4/21/1984,1540,A
USGS,8263500,4/22/1984,1530,A
USGS,8263500,4/23/1984,1460,A
USGS,8263500,4/24/1984,1350,A
USGS,8263500,4/25/1984,1340,A
USGS,8263500,4/26/1984,1360,A
USGS,8263500,4/27/1984,1230,A
USGS,8263500,4/28/1984,1100,A
USGS,8263500,4/29/1984,1020,A
USGS,8263500,4/30/1984,981,A
USGS,8263500,5/1/1984,977,A
USGS,8263500,5/2/1984,962,A
USGS,8263500,5/3/1984,865,A
USGS,8263500,5/4/1984,776,A
USGS,8263500,5/5/1984,803,A
USGS,8263500,5/6/1984,920,A
USGS,8263500,5/7/1984,1080,A
USGS,8263500,5/8/1984,1140,A
USGS,8263500,5/9/1984,1160,A
USGS,8263500,5/10/1984,1200,A
USGS,8263500,5/11/1984,1350,A
USGS,8263500,5/12/1984,1600,A
USGS,8263500,5/13/1984,1750,A
USGS,8263500,5/14/1984,2000,A
USGS,8263500,5/15/1984,2220,A
USGS,8263500,5/16/1984,2470,A
USGS,8263500,5/17/1984,2640,A
USGS,8263500,5/18/1984,2590,A
USGS,8263500,5/19/1984,2350,A
USGS,8263500,5/20/1984,2070,A
USGS,8263500,5/21/1984,1910,A
USGS,8263500,5/22/1984,1830,A
USGS,8263500,5/23/1984,2100,A
USGS,8263500,5/24/1984,2590,A
USGS,8263500,5/25/1984,2760,A
USGS,8263500,5/26/1984,2910,A
USGS,8263500,5/27/1984,3030,A
USGS,8263500,5/28/1984,2990,A
USGS,8263500,5/29/1984,2990,A
USGS,8263500,5/30/1984,3110,A
USGS,8263500,5/31/1984,3160,A
USGS,8263500,6/1/1984,3140,A
USGS,8263500,6/2/1984,2890,A
USGS,8263500,6/3/1984,2740,A
USGS,8263500,6/4/1984,2450,A
USGS,8263500,6/5/1984,2090,A
USGS,8263500,6/6/1984,1750,A
USGS,8263500,6/7/1984,1540,A
USGS,8263500,6/8/1984,1300,A
USGS,8263500,6/9/1984,1150,A
USGS,8263500,6/10/1984,1010,A
USGS,8263500,6/11/1984,905,A
USGS,8263500,6/12/1984,840,A
USGS,8263500,6/13/1984,786,A
USGS,8263500,6/14/1984,898,A
USGS,8263500,6/15/1984,912,A
USGS,8263500,6/16/1984,1070,A
USGS,8263500,6/17/1984,1160,A
USGS,8263500,6/18/1984,1210,A
USGS,8263500,6/19/1984,1210,A
USGS,8263500,6/20/1984,1080,A
USGS,8263500,6/21/1984,962,A
USGS,8263500,6/22/1984,978,A
USGS,8263500,6/23/1984,1070,A
USGS,8263500,6/24/1984,1160,A
USGS,8263500,6/25/1984,1100,A
USGS,8263500,6/26/1984,1000,A
USGS,8263500,6/27/1984,1070,A
USGS,8263500,6/28/1984,1090,A
USGS,8263500,6/29/1984,1060,A
USGS,8263500,6/30/1984,943,A
USGS,8263500,7/1/1984,789,A
USGS,8263500,7/2/1984,713,A
USGS,8263500,7/3/1984,662,A
USGS,8263500,7/4/1984,645,A
USGS,8263500,7/5/1984,584,A
USGS,8263500,7/6/1984,515,A
USGS,8263500,7/7/1984,443,A
USGS,8263500,7/8/1984,416,A
USGS,8263500,7/9/1984,435,A
USGS,8263500,7/10/1984,408,A
USGS,8263500,7/11/1984,460,A
USGS,8263500,7/12/1984,494,A
USGS,8263500,7/13/1984,508,A
USGS,8263500,7/14/1984,434,A
USGS,8263500,7/15/1984,404,A
USGS,8263500,7/16/1984,380,A
USGS,8263500,7/17/1984,378,A
USGS,8263500,7/18/1984,387,A
USGS,8263500,7/19/1984,420,A
USGS,8263500,7/20/1984,386,A
USGS,8263500,7/21/1984,356,A
USGS,8263500,7/22/1984,330,A
USGS,8263500,7/23/1984,322,A
USGS,8263500,7/24/1984,290,A
USGS,8263500,7/25/1984,278,A
USGS,8263500,7/26/1984,265,A
USGS,8263500,7/27/1984,250,A
USGS,8263500,7/28/1984,235,A
USGS,8263500,7/29/1984,225,A
USGS,8263500,7/30/1984,215,A
USGS,8263500,7/31/1984,210,A
USGS,8263500,8/1/1984,200,A
USGS,8263500,8/2/1984,210,A
USGS,8263500,8/3/1984,225,A
USGS,8263500,8/4/1984,200,A
USGS,8263500,8/5/1984,188,A
USGS,8263500,8/6/1984,180,A
USGS,8263500,8/7/1984,178,A
USGS,8263500,8/8/1984,172,A
USGS,8263500,8/9/1984,262,A
USGS,8263500,8/10/1984,274,A
USGS,8263500,8/11/1984,208,A
USGS,8263500,8/12/1984,212,A
USGS,8263500,8/13/1984,229,A
USGS,8263500,8/14/1984,151,A
USGS,8263500,8/15/1984,189,A
USGS,8263500,8/16/1984,142,A
USGS,8263500,8/17/1984,126,A
USGS,8263500,8/18/1984,120,A
USGS,8263500,8/19/1984,148,A
USGS,8263500,8/20/1984,139,A
USGS,8263500,8/21/1984,154,A
USGS,8263500,8/22/1984,207,A
USGS,8263500,8/23/1984,250,A
USGS,8263500,8/24/1984,302,A
USGS,8263500,8/25/1984,286,A
USGS,8263500,8/26/1984,321,A
USGS,8263500,8/27/1984,319,A
USGS,8263500,8/28/1984,355,A
USGS,8263500,8/29/1984,316,A
USGS,8263500,8/30/1984,281,A
USGS,8263500,8/31/1984,247,A
USGS,8263500,9/1/1984,215,A
USGS,8263500,9/2/1984,183,A
USGS,8263500,9/3/1984,157,A
USGS,8263500,9/4/1984,145,A
USGS,8263500,9/5/1984,165,A
USGS,8263500,9/6/1984,170,A
USGS,8263500,9/7/1984,182,A
USGS,8263500,9/8/1984,182,A
USGS,8263500,9/9/1984,184,A
USGS,8263500,9/10/1984,181,A
USGS,8263500,9/11/1984,164,A
USGS,8263500,9/12/1984,165,A
USGS,8263500,9/13/1984,153,A
USGS,8263500,9/14/1984,140,A
USGS,8263500,9/15/1984,134,A
USGS,8263500,9/16/1984,138,A
USGS,8263500,9/17/1984,144,A
USGS,8263500,9/18/1984,136,A
USGS,8263500,9/19/1984,133,A
USGS,8263500,9/20/1984,157,A
USGS,8263500,9/21/1984,159,A
USGS,8263500,9/22/1984,157,A
USGS,8263500,9/23/1984,149,A
USGS,8263500,9/24/1984,144,A
USGS,8263500,9/25/1984,141,A
USGS,8263500,9/26/1984,134,A
USGS,8263500,9/27/1984,130,A
USGS,8263500,9/28/1984,123,A
USGS,8263500,9/29/1984,120,A
USGS,8263500,9/30/1984,115,A
USGS,8263500,10/1/1984,114,A
USGS,8263500,10/2/1984,120,A
USGS,8263500,10/3/1984,135,A
USGS,8263500,10/4/1984,171,A
USGS,8263500,10/5/1984,171,A
USGS,8263500,10/6/1984,190,A
USGS,8263500,10/7/1984,182,A
USGS,8263500,10/8/1984,175,A
USGS,8263500,10/9/1984,159,A
USGS,8263500,10/10/1984,152,A
USGS,8263500,10/11/1984,151,A
USGS,8263500,10/12/1984,151,A
USGS,8263500,10/13/1984,170,A
USGS,8263500,10/14/1984,171,A
USGS,8263500,10/15/1984,171,A
USGS,8263500,10/16/1984,177,A
USGS,8263500,10/17/1984,188,A
USGS,8263500,10/18/1984,200,A
USGS,8263500,10/19/1984,207,A
USGS,8263500,10/20/1984,189,A
USGS,8263500,10/21/1984,192,A
USGS,8263500,10/22/1984,187,A
USGS,8263500,10/23/1984,186,A
USGS,8263500,10/24/1984,196,A
USGS,8263500,10/25/1984,209,A
USGS,8263500,10/26/1984,214,A
USGS,8263500,10/27/1984,232,A
USGS,8263500,10/28/1984,251,A
USGS,8263500,10/29/1984,234,A
USGS,8263500,10/30/1984,215,A
USGS,8263500,10/31/1984,197,A
USGS,8263500,11/1/1984,187,A
USGS,8263500,11/2/1984,187,A
USGS,8263500,11/3/1984,210,A
USGS,8263500,11/4/1984,269,A
USGS,8263500,11/5/1984,469,A
